Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter active	AUC - nonpromoter active	AUC - promoter inactive	AUC - nonpromoter inactive	AUC - random
170	valid	1.30, 1.42, 1.44, 1.42, 1.23	0.88, 0.63, 0.60, 0.62, 1.00	0.93, 0.93, 0.89, 0.94, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.82, 0.77, 0.79, 0.73, 0.85	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
171	train	1.28, 1.28, 1.30, 1.29, 1.23	0.92, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.95, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.95, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
171	valid	1.29, 1.42, 1.46, 1.42, 1.24	0.89, 0.64, 0.57, 0.63, 1.00	0.92, 0.92, 0.91, 0.94, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.81, 0.76, 0.78, 0.72, 0.83	0.85, 0.82, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
172	train	1.28, 1.28, 1.30, 1.29, 1.23	0.92, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.95, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.95, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
172	valid	1.30, 1.42, 1.46, 1.41, 1.23	0.88, 0.64, 0.56, 0.63, 1.00	0.93, 0.92, 0.90, 0.93, 1.00	0.94, 0.91, 0.93, 0.95, 0.96	0.83, 0.83, 0.79, 0.81, 0.87	0.81, 0.76, 0.79, 0.72, 0.84	0.85, 0.82, 0.77, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
173	train	1.28, 1.28, 1.30, 1.29, 1.23	0.92, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.95, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
173	valid	1.31, 1.39, 1.46, 1.42, 1.23	0.86, 0.69, 0.56, 0.63, 1.00	0.94, 0.91, 0.91, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.85, 0.84, 0.81, 0.83, 0.89	0.80, 0.76, 0.78, 0.72, 0.83	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
174	train	1.28, 1.28, 1.31, 1.29, 1.23	0.92, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.95, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.95, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
174	valid	1.30, 1.42, 1.45, 1.41, 1.23	0.88, 0.63, 0.59, 0.63, 1.00	0.94, 0.93, 0.90, 0.94, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.82, 0.77, 0.79, 0.73, 0.85	0.85, 0.82, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
175	train	1.28, 1.28, 1.30, 1.29, 1.23	0.93, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.95, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.95, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
175	valid	1.31, 1.39, 1.46, 1.42, 1.24	0.86, 0.70, 0.55, 0.62, 1.00	0.94, 0.90, 0.91, 0.94, 1.00	0.93, 0.92, 0.92, 0.94, 0.96	0.85, 0.85, 0.81, 0.83, 0.89	0.80, 0.76, 0.78, 0.72, 0.83	0.84, 0.82, 0.78, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
176	train	1.28, 1.28, 1.30, 1.29, 1.23	0.92, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.95, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
176	valid	1.32, 1.40, 1.45, 1.41, 1.24	0.84, 0.67, 0.58, 0.65, 1.00	0.95, 0.91, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.84, 0.84, 0.80, 0.82, 0.88	0.81, 0.76, 0.79, 0.73, 0.84	0.85, 0.83, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
177	train	1.28, 1.28, 1.30, 1.29, 1.23	0.92, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.95, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
177	valid	1.32, 1.39, 1.46, 1.41, 1.23	0.84, 0.69, 0.56, 0.64, 1.00	0.95, 0.91, 0.91, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.85, 0.84, 0.81, 0.83, 0.89	0.80, 0.76, 0.78, 0.72, 0.83	0.85, 0.83, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
178	train	1.28, 1.28, 1.30, 1.29, 1.23	0.93, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.95, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.95, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
178	valid	1.30, 1.42, 1.44, 1.42, 1.23	0.88, 0.64, 0.59, 0.63, 1.00	0.93, 0.93, 0.90, 0.94, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.82, 0.76, 0.79, 0.72, 0.85	0.84, 0.82, 0.77, 0.83, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
179	train	1.28, 1.28, 1.30, 1.29, 1.23	0.92, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.96, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
179	valid	1.31, 1.41, 1.45, 1.41, 1.24	0.86, 0.65, 0.58, 0.64, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.93, 0.94, 0.96	0.83, 0.83, 0.79, 0.81, 0.86	0.81, 0.76, 0.79, 0.72, 0.84	0.84, 0.82, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
180	train	1.28, 1.28, 1.30, 1.29, 1.23	0.92, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.96, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
180	valid	1.31, 1.39, 1.46, 1.41, 1.23	0.86, 0.69, 0.54, 0.63, 1.00	0.94, 0.91, 0.91, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.84, 0.84, 0.80, 0.82, 0.88	0.80, 0.76, 0.78, 0.72, 0.83	0.85, 0.83, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
181	train	1.28, 1.28, 1.30, 1.29, 1.23	0.93, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.94, 0.94, 0.93, 0.95	0.96, 0.96, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
181	valid	1.31, 1.41, 1.46, 1.41, 1.24	0.85, 0.65, 0.56, 0.65, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.93, 0.94, 0.96	0.83, 0.83, 0.79, 0.81, 0.87	0.79, 0.75, 0.78, 0.72, 0.83	0.85, 0.83, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
182	train	1.28, 1.28, 1.30, 1.29, 1.23	0.93, 0.93, 0.90, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.95	0.96, 0.95, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
182	valid	1.30, 1.41, 1.46, 1.42, 1.24	0.87, 0.66, 0.57, 0.63, 1.00	0.93, 0.92, 0.91, 0.94, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.83, 0.83, 0.79, 0.81, 0.87	0.81, 0.76, 0.78, 0.72, 0.84	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
183	train	1.28, 1.28, 1.30, 1.29, 1.24	0.93, 0.93, 0.91, 0.91, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.95	0.96, 0.96, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
183	valid	1.32, 1.39, 1.47, 1.41, 1.23	0.83, 0.71, 0.55, 0.65, 1.00	0.95, 0.90, 0.91, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.84, 0.84, 0.81, 0.83, 0.89	0.79, 0.75, 0.77, 0.71, 0.82	0.85, 0.83, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
184	train	1.28, 1.28, 1.30, 1.29, 1.24	0.93, 0.94, 0.90, 0.92, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.96, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.96	0.96, 0.96, 0.94, 0.95, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
184	valid	1.30, 1.38, 1.49, 1.42, 1.23	0.88, 0.72, 0.49, 0.63, 1.00	0.93, 0.89, 0.93, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.86, 0.85, 0.80, 0.83, 0.90	0.78, 0.74, 0.76, 0.70, 0.80	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
185	train	1.28, 1.28, 1.30, 1.29, 1.23	0.93, 0.93, 0.90, 0.92, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.96	0.96, 0.96, 0.94, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
185	valid	1.31, 1.40, 1.46, 1.41, 1.23	0.86, 0.68, 0.56, 0.63, 1.00	0.94, 0.91, 0.91, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.84, 0.84, 0.80, 0.83, 0.88	0.80, 0.76, 0.78, 0.72, 0.83	0.84, 0.82, 0.78, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
186	train	1.28, 1.28, 1.30, 1.29, 1.23	0.93, 0.93, 0.91, 0.92, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
186	valid	1.31, 1.40, 1.45, 1.42, 1.24	0.85, 0.68, 0.57, 0.63, 1.00	0.94, 0.91, 0.90, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.84, 0.83, 0.80, 0.82, 0.87	0.80, 0.76, 0.78, 0.72, 0.83	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
187	train	1.28, 1.28, 1.30, 1.29, 1.23	0.93, 0.93, 0.90, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.95	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
187	valid	1.30, 1.42, 1.46, 1.41, 1.23	0.87, 0.64, 0.56, 0.64, 1.00	0.93, 0.92, 0.91, 0.93, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.82, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.78, 0.72, 0.83	0.85, 0.82, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
188	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.90, 0.92, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
188	valid	1.31, 1.48, 1.41, 1.41, 1.23	0.86, 0.51, 0.66, 0.65, 1.00	0.94, 0.95, 0.86, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.78, 0.78, 0.76, 0.77, 0.81	0.83, 0.75, 0.80, 0.74, 0.87	0.85, 0.82, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
189	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.93, 0.91, 0.92, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
189	valid	1.30, 1.43, 1.44, 1.40, 1.24	0.87, 0.60, 0.59, 0.66, 1.00	0.94, 0.93, 0.89, 0.93, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.81, 0.81, 0.78, 0.80, 0.85	0.81, 0.75, 0.78, 0.73, 0.84	0.85, 0.83, 0.78, 0.83, 0.87	1.00, 1.00, 1.00, 1.00, 1.00
190	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
190	valid	1.31, 1.39, 1.47, 1.42, 1.23	0.86, 0.71, 0.54, 0.61, 1.00	0.94, 0.90, 0.91, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.85, 0.84, 0.80, 0.83, 0.89	0.79, 0.75, 0.77, 0.71, 0.82	0.83, 0.81, 0.77, 0.81, 0.84	1.00, 1.00, 1.00, 1.00, 1.00
191	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
191	valid	1.31, 1.42, 1.45, 1.41, 1.24	0.86, 0.63, 0.57, 0.64, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.78, 0.72, 0.84	0.85, 0.83, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
192	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
192	valid	1.31, 1.42, 1.46, 1.41, 1.23	0.86, 0.64, 0.56, 0.64, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.78, 0.72, 0.83	0.85, 0.82, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
193	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.97, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
193	valid	1.32, 1.42, 1.44, 1.41, 1.23	0.84, 0.64, 0.60, 0.63, 1.00	0.95, 0.92, 0.89, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.82, 0.82, 0.79, 0.81, 0.86	0.81, 0.76, 0.79, 0.72, 0.85	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
194	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
194	valid	1.31, 1.40, 1.46, 1.42, 1.24	0.86, 0.67, 0.56, 0.62, 1.00	0.94, 0.91, 0.91, 0.94, 1.00	0.94, 0.91, 0.92, 0.94, 0.96	0.84, 0.83, 0.79, 0.82, 0.87	0.80, 0.75, 0.77, 0.71, 0.83	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
195	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.94, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
195	valid	1.32, 1.41, 1.46, 1.40, 1.23	0.85, 0.66, 0.56, 0.66, 1.00	0.95, 0.92, 0.91, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.83, 0.80, 0.82, 0.87	0.79, 0.75, 0.77, 0.71, 0.82	0.85, 0.83, 0.78, 0.83, 0.87	1.00, 1.00, 1.00, 1.00, 1.00
196	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
196	valid	1.31, 1.43, 1.45, 1.41, 1.23	0.87, 0.61, 0.59, 0.64, 1.00	0.94, 0.93, 0.89, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.82, 0.82, 0.78, 0.80, 0.85	0.81, 0.75, 0.78, 0.72, 0.84	0.84, 0.82, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
197	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
197	valid	1.32, 1.42, 1.46, 1.40, 1.24	0.84, 0.64, 0.55, 0.66, 1.00	0.94, 0.92, 0.90, 0.92, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.82, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.78, 0.72, 0.83	0.85, 0.83, 0.78, 0.83, 0.87	1.00, 1.00, 1.00, 1.00, 1.00
198	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.94, 0.95, 0.94, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
198	valid	1.31, 1.43, 1.44, 1.41, 1.23	0.87, 0.61, 0.59, 0.64, 1.00	0.94, 0.93, 0.89, 0.93, 1.00	0.94, 0.91, 0.93, 0.95, 0.96	0.81, 0.81, 0.78, 0.80, 0.85	0.81, 0.75, 0.78, 0.72, 0.84	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
199	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.95, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
199	valid	1.30, 1.39, 1.47, 1.42, 1.23	0.87, 0.69, 0.53, 0.61, 1.00	0.93, 0.90, 0.92, 0.94, 1.00	0.94, 0.92, 0.93, 0.94, 0.96	0.85, 0.84, 0.80, 0.82, 0.88	0.79, 0.75, 0.77, 0.71, 0.82	0.83, 0.81, 0.77, 0.81, 0.84	1.00, 1.00, 1.00, 1.00, 1.00
200	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
200	valid	1.29, 1.42, 1.45, 1.42, 1.23	0.88, 0.63, 0.57, 0.62, 1.00	0.92, 0.93, 0.90, 0.94, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.81, 0.75, 0.78, 0.71, 0.83	0.83, 0.81, 0.76, 0.81, 0.84	1.00, 1.00, 1.00, 1.00, 1.00
201	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
201	valid	1.31, 1.41, 1.46, 1.42, 1.24	0.86, 0.66, 0.55, 0.63, 1.00	0.94, 0.91, 0.90, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.83, 0.79, 0.81, 0.87	0.80, 0.75, 0.77, 0.71, 0.83	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
202	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
202	valid	1.32, 1.41, 1.45, 1.41, 1.24	0.83, 0.66, 0.57, 0.64, 1.00	0.95, 0.91, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.83, 0.79, 0.81, 0.87	0.80, 0.76, 0.78, 0.72, 0.83	0.84, 0.82, 0.78, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
203	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
203	valid	1.31, 1.41, 1.46, 1.42, 1.23	0.86, 0.66, 0.55, 0.63, 1.00	0.94, 0.91, 0.91, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.96	0.83, 0.83, 0.79, 0.81, 0.87	0.80, 0.75, 0.78, 0.71, 0.83	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
204	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
204	valid	1.31, 1.41, 1.46, 1.41, 1.24	0.85, 0.67, 0.56, 0.64, 1.00	0.94, 0.91, 0.91, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.83, 0.79, 0.81, 0.87	0.80, 0.75, 0.77, 0.71, 0.83	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
205	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
