Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter	AUC - nonpromoter active	AUC - nonpromoter inactive	AUC - random
251	valid	1.11, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
252	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
252	valid	1.12, 1.24, 1.19, 1.04	0.84, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
253	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
253	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.54, 0.73, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
254	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
254	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
255	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
255	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
256	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
256	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.55, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
257	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
257	valid	1.12, 1.24, 1.18, 1.04	0.83, 0.59, 0.72, 1.00	0.88, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.93	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
258	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
258	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.96, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
259	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
259	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.55, 0.71, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
260	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
260	valid	1.12, 1.24, 1.19, 1.04	0.84, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
261	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
261	valid	1.11, 1.25, 1.19, 1.04	0.85, 0.57, 0.70, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
262	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
262	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.60, 0.72, 1.00	0.88, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.93	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
263	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
263	valid	1.11, 1.27, 1.18, 1.04	0.86, 0.53, 0.71, 1.00	0.85, 0.96, 0.88, 1.00	0.91, 0.88, 0.90, 0.94	0.78, 0.78, 0.76, 0.80	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
264	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
264	valid	1.13, 1.23, 1.19, 1.04	0.83, 0.62, 0.71, 1.00	0.88, 0.94, 0.89, 1.00	0.90, 0.88, 0.89, 0.93	0.81, 0.81, 0.79, 0.84	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
265	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
265	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.55, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
266	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
266	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.57, 0.73, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
267	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
267	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.86, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
268	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
268	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
269	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
269	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
270	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
270	valid	1.12, 1.26, 1.18, 1.04	0.84, 0.56, 0.73, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
271	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
271	valid	1.11, 1.25, 1.19, 1.04	0.85, 0.57, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
272	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
272	valid	1.12, 1.27, 1.18, 1.04	0.85, 0.53, 0.73, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.78, 0.78, 0.76, 0.80	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
273	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
273	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.59, 0.70, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
274	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
274	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.79, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
275	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
275	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
276	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
276	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.57, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
277	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
277	valid	1.11, 1.25, 1.19, 1.04	0.85, 0.57, 0.70, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
278	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
278	valid	1.11, 1.27, 1.19, 1.04	0.86, 0.54, 0.70, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.95	0.79, 0.78, 0.76, 0.80	0.84, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
279	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
279	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
280	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
280	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.55, 0.69, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.95	0.79, 0.79, 0.77, 0.81	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
281	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
281	valid	1.12, 1.23, 1.19, 1.04	0.84, 0.61, 0.71, 1.00	0.88, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.84	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
282	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
282	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
283	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
283	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
284	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
284	valid	1.12, 1.24, 1.20, 1.04	0.85, 0.60, 0.69, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.87	1.00, 1.00, 1.00, 1.00
285	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
285	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
286	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
286	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.72, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
287	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
287	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.71, 1.00	0.87, 0.96, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
288	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
288	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.71, 1.00	0.87, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
289	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
289	valid	1.12, 1.23, 1.19, 1.04	0.84, 0.61, 0.70, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.84	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
290	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
290	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
291	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
291	valid	1.11, 1.27, 1.18, 1.04	0.86, 0.54, 0.71, 1.00	0.86, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.79, 0.79, 0.76, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
292	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
292	valid	1.11, 1.26, 1.20, 1.04	0.86, 0.55, 0.69, 1.00	0.84, 0.96, 0.90, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.76, 0.81	0.83, 0.78, 0.83, 0.87	1.00, 1.00, 1.00, 1.00
293	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
293	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.56, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
294	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.96, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
294	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
295	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
295	valid	1.11, 1.27, 1.18, 1.04	0.85, 0.54, 0.72, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.78, 0.76, 0.80	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
296	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
296	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.71, 1.00	0.87, 0.96, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
297	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
297	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
298	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
298	valid	1.11, 1.26, 1.19, 1.04	0.87, 0.56, 0.69, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.76, 0.81	0.83, 0.78, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
299	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
299	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
300	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
300	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.88, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
301	train	1.07, 1.08, 1.10, 1.04	0.96, 0.93, 0.91, 1.00	0.97, 0.99, 0.98, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
301	valid	1.12, 1.25, 1.19, 1.04	0.85, 0.57, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
